Device_ID,Battery_Life_Hours
1,9.871900535954616
2,13.110145571899062
3,12.812580723960053
4,10.725177169072339
5,11.01130956671071
6,7.727974373323993
7,5.548060450572298
8,8.08300688984715
9,8.663525948316135
10,9.740877407101824
11,8.662984520301968
12,9.862462691098472
13,12.253771047286971
14,11.451428561042231
15,11.99617882477357
16,9.827000103236612
17,12.522509510061907
18,7.858480328033297
19,11.606891217849421
20,11.990393581995498
21,8.394388213053364
22,10.58315684884105
23,9.124051346464274
24,10.784805563157354
25,10.122114540086105
26,10.89667193078209
27,11.349217590394698
28,9.913018584830434
29,10.745830600218255
30,14.006540362602145
31,10.348831601830653
32,9.364005629991889
33,12.374650827746992
34,10.286294830861596
35,9.907959673859274
36,10.362389916450994
37,12.139359274657664
38,8.548735352891761
39,9.932990923112067
40,9.90363953273112
41,9.993537661621886
42,10.570714760544831
43,11.418484962985506
44,11.994291746800027
45,6.180909320576193
46,11.242611764883241
47,7.6163643499020015
48,8.246375176802562
49,10.280406381624527
50,9.434216893147568
51,10.522386985730794
52,10.455430990908772
53,8.846494727033278
54,12.354218220984524
55,10.473469208551364
56,11.124643558859674
57,6.870843011493578
58,8.59573468951989
59,8.80687955114905
60,9.337119796663897
61,11.559898301922333
62,8.363266163795206
63,8.399437212986342
64,8.783127259094034
65,7.458121120214527
66,10.289341852117992
67,9.208629394493045
68,10.569487547036147
69,10.989255303161007
70,8.062672478523893
71,9.271764602100255
72,10.872569584967028
73,11.007439360317399
74,10.756620638087668
75,10.422179253687478
76,5.170301843723017
77,8.851308984035477
78,7.915994054224415
79,9.412241077677232
80,11.133924708538643
81,8.442956202503836
82,5.622034859651813
83,9.16456952695981
84,11.14582667601187
85,11.129380307279716
86,9.02430628017348
87,8.316039342557193
88,10.241528828351878
89,8.779476907618712
90,9.031792109013951
91,9.9242261149663
92,12.356761536384239
93,9.892378189497624
94,9.075007331773502
95,10.588652302837353
96,12.426927544085093
97,6.9743039010105505
98,10.367826177116587
99,8.181692679156335
100,9.000821357518255
101,9.92997338947845
102,9.802291061071944
103,8.454892428179583
104,8.115644272164555
105,6.576242295942825
106,11.599056396532157
107,12.869570168988016
108,11.643169417847462
109,11.171010073980272
110,10.39314207855177
111,10.198656265274302
112,10.525495282271901
113,7.767301521296249
114,8.738868908180972
115,10.707601749837384
116,9.659460931812525
117,9.52866842858678
118,9.40308188169669
119,13.521544815853622
120,12.108243122289503
121,9.102921345071998
122,10.125579095513642
123,8.464183613265352
124,8.032925610302913
125,11.53347526271615
126,11.86519514688177
127,12.985095671837326
128,11.947408856326927
129,14.006550984269165
130,8.274174272668702
131,9.968067473260978
132,9.970065187667355
133,10.130980574031096
134,10.317371164340365
135,9.668539416181346
136,7.608580770099348
137,11.740138776425042
138,8.076440906430763
139,15.138873127234021
140,8.097472001340028
141,9.015205029658395
142,10.160144707274329
143,8.694406138168134
144,8.596393846078666
145,5.516723503757314
146,8.903959174306177
147,15.074290469537464
148,10.00906489668402
149,10.72164561966626
150,9.385500031030064
151,12.171597121345336
152,8.849585748605385
153,5.628062352135475
154,8.357601466481022
155,9.824589324799563
156,11.100542891783245
157,8.453883124093588
158,10.817897526788437
159,10.309671747864023
160,8.748760794205095
161,10.746153139579175
162,11.900570731726303
163,11.411454554457256
164,8.585566987129393
165,11.462922521905181
166,8.328769854069954
167,8.594857316796386
168,11.522010619131803
169,12.177889596083777
170,7.389842128308176
171,8.933084014901533
172,10.021381632739486
173,13.020743521334191
174,11.722725906093999
175,8.760458436913542
176,9.524119713152167
177,9.802593908600445
178,8.834394577038578
179,13.721294625283388
180,6.589288078504452
181,12.080416217244233
182,9.992921046428396
183,10.260061878959014
184,11.938420886688546
185,11.68660099409979
186,10.376170796004246
187,11.31133052404817
188,10.096204918380023
189,9.532170050463066
190,10.49997273046696
191,10.308870037258739
192,7.304507695038651
193,12.25436292990615
194,12.480071106535082
195,12.988287545391122
196,8.632827276308259
197,8.135294800152232
198,8.236095258529753
199,10.26484498766678
200,10.603609356397568
201,6.189097834385858
202,8.935649589166836
203,8.765842513971613
204,10.302835937000497
205,8.334289393885038
206,11.45601132279877
207,8.050591942675215
208,10.285504709392447
209,9.638867560709468
210,9.891320750822258
211,11.12466910607802
212,10.273214477428699
213,7.6948737569016235
214,9.993474120684526
215,11.080407624707144
216,9.40451827012627
217,6.05340002587345
218,9.485751066214641
219,12.950937479638261
220,13.798157516261158
221,8.858385874903096
222,6.8577565536765555
223,8.026982704554882
224,11.072511117147064
225,8.543980507010607
226,9.983301799047721
227,10.794942692236022
228,6.751845490184481
229,10.527459849117442
230,10.107007991364416
231,12.299865705471834
232,7.734214111972897
233,5.746426169823149
234,12.76806946268911
235,13.550121292734236
236,12.351677820660468
